period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,percentage_seen_within_4_hours
MSitAE-JUNE-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11911,1453,5085,0,0,826,4989,48,0,0,0,0,465,37,3347,14,0,2715,June,58.114348081605236
MSitAE-JUNE-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,22235,1959,0,0,0,0,9660,73,0,0,0,0,1609,647,6337,0,0,3222,June,56.55498088599056
MSitAE-JUNE-2024,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8724,0,10098,262,0,256,3972,0,56,80,0,0,452,656,2452,0,0,1287,June,54.470426409903716
MSitAE-JUNE-2024,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,12826,0,10971,0,0,0,4246,0,444,0,0,0,521,1077,4077,0,79,1639,June,66.89536878216124
MSitAE-JUNE-2024,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10501,0,2425,0,0,0,5966,0,243,0,0,0,439,647,2908,0,146,1960,June,43.18636320350443
MSitAE-JUNE-2024,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1038,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,2759,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3630,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2879,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1560,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,5953,0,0,539,0,0,17,0,0,4,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,196,0,0,1968,0,0,1,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,109,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,74,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,500,0,0,2143,0,0,1,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,89,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5115,0,0,252,0,0,158,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24223,3076,11452,3430,491,918,10837,74,630,1478,13,97,3996,364,5517,140,141,408,June,55.26152829955001
MSitAE-JUNE-2024,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,15122,2174,0,0,0,0,5215,88,0,0,0,0,1156,230,5180,8,0,1337,June,65.51382092315832
MSitAE-JUNE-2024,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9289,947,3306,0,0,0,2260,0,0,0,0,0,587,43,2539,0,57,1499,June,75.67014748627409
MSitAE-JUNE-2024,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29579,0,6128,392,0,103,9148,0,156,84,0,0,3321,41,8811,0,209,1175,June,69.07265289563543
MSitAE-JUNE-2024,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8677,0,3899,439,0,147,2729,0,129,73,0,0,749,72,3614,0,0,715,June,68.54903768583613
MSitAE-JUNE-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16576,0,8001,0,0,975,6129,0,0,0,0,0,80,6,4767,0,0,2021,June,63.02485521235521
MSitAE-JUNE-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8704,0,0,0,0,0,2724,0,0,0,0,0,327,0,3156,0,0,525,June,68.70404411764706
MSitAE-JUNE-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13873,0,5048,215,0,570,5013,0,408,64,0,36,413,694,3373,0,95,1562,June,63.865061630505295
MSitAE-JUNE-2024,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15505,0,8926,91,0,1201,6941,0,739,22,0,34,1296,793,2592,0,0,471,June,55.23379554982264
MSitAE-JUNE-2024,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9071,0,4549,124,0,707,2461,0,185,10,0,0,1860,266,3264,0,0,1979,June,72.8695843898137
MSitAE-JUNE-2024,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,9054,0,2036,401,0,35,3789,0,37,93,0,0,727,407,2310,0,0,740,June,58.15109343936382
MSitAE-JUNE-2024,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4628,319,1911,308,0,0,2116,0,0,140,0,0,464,0,1321,0,0,806,June,54.278305963699225
MSitAE-JUNE-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17347,684,11668,61,0,53,6991,0,146,9,0,0,1753,218,3631,0,0,1192,June,59.69908341499971
MSitAE-JUNE-2024,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33686,305,1651,16,0,240,14020,0,44,6,0,2,2419,1775,10252,0,0,5916,June,58.38033604464763
MSitAE-JUNE-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,21447,0,9589,416,0,33,9247,0,35,175,0,0,927,916,4147,0,0,2599,June,56.88441273837833
MSitAE-JUNE-2024,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,7479,0,0,0,0,0,47,0,0,0,0,0,0,0,0,25,June,0.0
MSitAE-JUNE-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9084,0,3268,198,0,629,2701,0,65,30,0,28,550,348,2967,0,22,913,June,70.26640246587407
MSitAE-JUNE-2024,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,1181,0,0,51,0,0,4,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,9090,0,0,19,0,0,3342,0,0,8,0,0,637,252,2789,0,0,1744,June,63.23432343234323
MSitAE-JUNE-2024,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12539,0,12576,0,0,0,6018,0,221,0,0,0,537,1189,3324,0,599,826,June,52.00574208469575
MSitAE-JUNE-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9852,0,10279,5,0,0,6692,0,1102,2,0,0,985,1059,4053,0,0,1162,June,32.07470564352416
MSitAE-JUNE-2024,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,15585,2178,323,586,0,0,7096,111,9,264,0,0,807,445,4247,0,0,3690,June,54.46904074430542
MSitAE-JUNE-2024,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11893,0,3528,206,0,62,4378,0,134,33,0,3,1027,244,2901,0,128,1103,June,63.188430169006985
MSitAE-JUNE-2024,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,71,June,0.0
MSitAE-JUNE-2024,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13603,0,5004,0,0,0,5175,0,0,0,0,0,770,157,4090,3,0,2234,June,61.95692126736749
MSitAE-JUNE-2024,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,3341,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,23982,958,17725,0,0,0,11574,15,1479,0,0,0,1134,823,4761,0,0,1302,June,51.73880410307731
MSitAE-JUNE-2024,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13085,0,15312,0,0,0,6928,0,167,0,0,0,811,498,6526,0,0,345,June,47.05387848681696
MSitAE-JUNE-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7867,515,7762,172,1,296,4611,5,1103,84,0,47,307,817,1597,0,0,142,June,41.38807677640778
MSitAE-JUNE-2024,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5739,0,0,0,0,0,942,0,0,0,0,0,0,0,1002,0,0,307,June,83.58599059069525
MSitAE-JUNE-2024,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,11392,340,8348,0,0,0,6141,0,426,0,0,0,915,557,4529,4,0,1603,June,46.09375
MSitAE-JUNE-2024,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4810,0,319,273,0,32,408,0,0,24,0,0,9,0,896,0,0,94,June,91.51767151767152
MSitAE-JUNE-2024,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8500,0,0,0,0,0,3106,0,0,0,0,0,731,19,2515,0,6,1522,June,63.45882352941177
MSitAE-JUNE-2024,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14872,0,12095,783,0,257,7055,0,165,0,0,0,1204,333,6198,0,362,940,June,52.561861215707374
MSitAE-JUNE-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13032,2325,13414,0,0,0,5452,321,162,0,0,0,708,484,7671,0,0,369,June,58.164518109269494
MSitAE-JUNE-2024,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,7027,0,1501,214,0,94,2637,0,145,79,0,8,618,57,2670,0,291,555,June,62.47331720506617
MSitAE-JUNE-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7562,0,740,38,0,0,2837,0,0,0,0,0,523,510,2044,0,0,582,June,62.48346998148639
MSitAE-JUNE-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,13146,0,10256,0,0,0,5491,0,194,0,0,0,262,8,3180,0,0,2064,June,58.23064049901111
MSitAE-JUNE-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8962,1122,7183,455,0,1093,4245,0,165,183,0,17,1016,7,3728,0,0,2831,June,52.633340772149076
MSitAE-JUNE-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13920,0,11086,29,0,0,6851,0,1360,6,0,0,1025,465,3874,0,0,1325,June,50.7830459770115
MSitAE-JUNE-2024,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13371,454,8862,720,0,517,6498,0,121,311,0,5,998,875,5233,0,0,3383,June,51.40228853488894
MSitAE-JUNE-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,8775,0,6847,0,0,402,4764,0,50,0,0,2,592,923,4831,0,0,417,June,45.70940170940171
MSitAE-JUNE-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,11024,0,5498,360,0,109,4552,0,213,178,0,2,605,84,3714,0,0,352,June,58.70827285921626
MSitAE-JUNE-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9125,0,0,0,0,0,2598,0,0,0,0,0,208,339,1043,0,0,46,June,71.52876712328768
MSitAE-JUNE-2024,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8285,0,2466,386,0,213,4231,0,0,0,0,0,535,31,2469,0,0,581,June,48.93180446590223
MSitAE-JUNE-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5418,0,5537,0,0,181,2480,0,301,0,0,3,501,84,2308,0,0,1460,June,54.22665190107051
MSitAE-JUNE-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12260,124,530,0,0,164,4225,0,0,0,0,0,529,7,4200,8,1,1069,June,65.53833605220228
MSitAE-JUNE-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11218,0,3758,0,0,0,3886,0,34,0,0,0,748,104,2921,0,0,464,June,65.3592440720271
MSitAE-JUNE-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13676,0,3799,0,0,0,4626,0,23,0,0,0,852,108,4062,0,477,1103,June,66.17431997660135
MSitAE-JUNE-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,9024,0,6884,323,0,972,2860,0,697,57,0,0,355,616,1957,0,0,781,June,68.30673758865248
MSitAE-JUNE-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5243,0,0,0,0,0,1046,0,0,0,0,0,0,0,1027,0,0,204,June,80.04958992942971
MSitAE-JUNE-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19566,0,6243,855,0,0,5077,0,116,0,0,0,827,63,2657,0,0,342,June,74.05192681181641
MSitAE-JUNE-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9433,0,12936,0,0,0,2536,0,9,0,0,0,28,1,4486,0,55,1193,June,73.1156577970953
MSitAE-JUNE-2024,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,10146,0,0,0,0,0,3211,0,0,0,0,0,582,142,2939,0,0,556,June,68.35205992509363
MSitAE-JUNE-2024,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7245,0,9317,0,0,1633,3748,0,787,0,0,137,353,24,2498,0,107,2149,June,48.26777087646653
MSitAE-JUNE-2024,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9116,0,4454,0,0,0,4836,0,450,0,0,0,862,463,3445,0,0,1762,June,46.95041684949539
MSitAE-JUNE-2024,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6731,0,3001,267,0,109,3210,0,92,94,0,4,641,633,1794,0,0,206,June,52.31020650720547
MSitAE-JUNE-2024,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16962,142,6191,120,0,106,6404,0,333,11,0,1,2311,89,3532,0,180,925,June,62.24501827614668
MSitAE-JUNE-2024,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,June,0.0
MSitAE-JUNE-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11912,3960,7425,0,0,385,4742,112,357,0,0,0,614,109,3927,1,0,1079,June,60.19140362659503
MSitAE-JUNE-2024,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,12076,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10072,0,6096,592,0,429,4963,0,83,244,0,6,449,648,2535,0,31,432,June,50.724781572676726
MSitAE-JUNE-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11461,1297,0,166,0,0,3783,77,0,55,0,0,305,9,3645,11,0,1430,June,66.99240903935085
MSitAE-JUNE-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12047,0,8517,315,0,1,3626,0,10,54,0,0,691,112,2591,0,0,1526,June,69.90122022080186
MSitAE-JUNE-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7628,0,3462,78,0,83,3952,0,295,40,0,7,497,607,2120,0,47,712,June,48.190875721027794
MSitAE-JUNE-2024,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,12603,0,0,252,0,0,5233,0,0,92,0,0,276,676,2500,0,0,1880,June,58.47814012536697
MSitAE-JUNE-2024,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8128,0,8198,0,0,822,2609,0,371,0,0,0,486,4,4027,0,0,629,June,67.90108267716536
MSitAE-JUNE-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,7762,0,1012,449,0,100,3031,0,22,150,0,2,716,270,2492,0,77,678,June,60.95078587992785
MSitAE-JUNE-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1629,0,0,0,0,0,19,0,0,0,0,0,0,0,35,0,June,0.0
MSitAE-JUNE-2024,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,3173,0,0,161,0,0,19,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4311,0,0,344,0,4200,1826,0,0,106,0,6,234,71,1727,0,0,549,June,57.643238227789375
MSitAE-JUNE-2024,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,22963,941,11866,0,0,0,9744,0,156,0,0,0,2059,376,5823,0,0,314,June,57.566520053999916
MSitAE-JUNE-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25044,0,8709,0,0,0,10980,0,305,0,0,0,1265,1066,6873,0,363,1567,June,56.15716339242932
MSitAE-JUNE-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11286,305,1565,350,0,21,2902,0,51,38,0,1,241,668,1848,1,0,134,June,74.28672691830587
MSitAE-JUNE-2024,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5098,0,1971,0,0,0,2763,0,180,0,0,0,300,597,1470,0,0,1202,June,45.802275402118475
MSitAE-JUNE-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12780,0,4447,0,0,7151,5547,0,0,0,0,0,1936,26,4262,0,0,742,June,56.5962441314554
MSitAE-JUNE-2024,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11180,0,0,391,0,0,261,0,0,29,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,17990,0,8392,0,0,0,6667,0,188,0,0,0,1040,560,3834,0,0,567,June,62.940522512506945
MSitAE-JUNE-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7780,0,2781,185,0,166,4534,0,20,68,0,1,751,534,2143,0,0,1584,June,41.72236503856041
MSitAE-JUNE-2024,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,June,0.0
MSitAE-JUNE-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12092,1819,1922,1529,0,111,4110,0,2,435,0,1,635,0,4127,133,19,4523,June,66.01058551108171
MSitAE-JUNE-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9180,0,7282,5,0,15,4559,0,267,2,0,0,141,23,3469,0,79,267,June,50.33769063180827
MSitAE-JUNE-2024,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,13337,0,4958,1,0,0,4748,0,0,0,0,0,404,649,1335,0,0,116,June,64.39979005773412
MSitAE-JUNE-2024,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,June,0.0
MSitAE-JUNE-2024,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1627,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,June,0.0
MSitAE-JUNE-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9788,742,3055,1398,0,725,5307,3,27,0,0,0,1380,33,3525,0,0,2461,June,45.78054760931753
MSitAE-JUNE-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16606,0,7186,387,0,0,6364,0,206,47,0,0,589,311,6800,0,0,632,June,61.67650246898712
MSitAE-JUNE-2024,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,10382,739,6688,0,0,0,4003,0,264,0,0,0,96,72,2114,0,0,194,June,61.4428819109998
TOTAL,TOTAL,TOTAL,TOTAL,1374917,48707,792016,30741,675,47009,547250,1841,25423,7803,13,626,90008,38106,396204,1406,4445,134829,June,60.19759738224199
MSitAE-MARCH-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March,0.0
MSitAE-MARCH-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,March,0.0
MSitAE-MARCH-2024,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16063,0,8681,0,0,699,6131,0,0,0,0,0,82,6,4818,0,0,2322,March,61.83153831787337
MSitAE-MARCH-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,4049,0,0,192,0,0,37,0,0,0,0,0,0,0,0,0,March,0.0
MSitAE-MARCH-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2651,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,March,0.0
MSitAE-MARCH-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2771,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,March,0.0
MSitAE-MARCH-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,March,0.0
MSitAE-MARCH-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11073,0,0,22,0,0,1946,0,0,0,0,0,163,37,1819,0,0,342,March,82.42572022035583
MSitAE-MARCH-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,3243,0,0,0,0,0,74,0,0,0,0,0,0,0,1,145,March,0.0
