period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,log_attendances
MSitAE-MARCH-2022,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14709.0,2029.0,0.0,0.0,0.0,0.0,6043.0,106.0,0.0,0.0,0.0,0.0,932.0,952.0,3749.0,10.0,0.0,934.0,March,2022,58.916309742334626,,,,,,,9.596282813595483
MSitAE-MARCH-2022,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,23027.0,0.0,4632.0,0.0,0.0,0.0,9294.0,0.0,6.0,0.0,0.0,0.0,1521.0,604.0,3321.0,0.0,0.0,489.0,March,2022,59.63868502193078,,,,,,,10.0444661457957
MSitAE-MARCH-2022,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5134.0,0.0,2412.0,406.0,0.0,336.0,1214.0,0.0,10.0,51.0,0.0,0.0,382.0,0.0,2273.0,0.0,209.0,470.0,March,2022,76.35372029606545,,,,,,,8.543835122362658
MSitAE-MARCH-2022,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6302.0,20.0,310.0,185.0,0.0,0.0,2410.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1626.0,0.0,0.0,569.0,March,2022,61.75817200888607,,,,,,,8.74878098951311
MSitAE-MARCH-2022,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,7661.0,0.0,0.0,0.0,0.0,0.0,3502.0,0.0,0.0,0.0,0.0,0.0,1157.0,39.0,2320.0,0.0,4.0,1367.0,March,2022,54.2879519644955,,,,,,,8.944028325260595
MSitAE-MARCH-2022,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8416.0,0.0,5100.0,630.0,0.0,147.0,2544.0,0.0,72.0,166.0,0.0,0.0,750.0,0.0,1712.0,0.0,0.0,476.0,March,2022,69.77186311787072,,,,,,,9.038008749211576
MSitAE-MARCH-2022,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7860.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,0.0,2431.0,0.0,0.0,499.0,March,2022,100.0,,,,,,,8.969669103793757
MSitAE-MARCH-2022,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7018.0,0.0,399.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,141.0,1769.0,0.0,0.0,712.0,March,2022,100.0,,,,,,,8.856376036730422
MSitAE-MARCH-2022,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,13454.0,709.0,4005.0,0.0,0.0,567.0,4353.0,0.0,2.0,0.0,0.0,0.0,74.0,39.0,3506.0,0.0,0.0,918.0,March,2022,67.64530994499776,,,,,,,9.507106063161006
MSitAE-MARCH-2022,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,15137.0,0.0,10945.0,213.0,0.0,625.0,5825.0,0.0,1534.0,39.0,0.0,155.0,1432.0,389.0,4094.0,0.0,0.0,1080.0,March,2022,61.51813437272907,,,,,,,9.624963417869113
MSitAE-MARCH-2022,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,10787.0,0.0,1458.0,169.0,0.0,18.0,4824.0,0.0,100.0,68.0,0.0,0.0,759.0,182.0,2107.0,0.0,36.0,834.0,March,2022,55.27950310559007,,,,,,,9.28618968425962
MSitAE-MARCH-2022,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8425.0,0.0,2101.0,234.0,0.0,0.0,3859.0,0.0,0.0,0.0,0.0,0.0,786.0,116.0,1966.0,0.0,0.0,523.0,March,2022,54.19584569732938,,,,,,,9.039077442538963
MSitAE-MARCH-2022,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19495.0,0.0,10058.0,661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,10.0,2660.0,0.0,0.0,341.0,March,2022,100.0,,,,,,,9.877964595305043
MSitAE-MARCH-2022,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10378.0,0.0,0.0,367.0,0.0,0.0,1735.0,0.0,0.0,0.0,0.0,0.0,182.0,4.0,1718.0,0.0,0.0,189.0,March,2022,83.28194257082289,,,,,,,9.24753981296529
MSitAE-MARCH-2022,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8339.0,0.0,2416.0,481.0,0.0,174.0,3149.0,0.0,71.0,70.0,0.0,6.0,575.0,389.0,2368.0,0.0,16.0,945.0,March,2022,62.23767837870248,,,,,,,9.028818495352793
MSitAE-MARCH-2022,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13991.0,283.0,234.0,586.0,1.0,0.0,3410.0,0.0,0.0,60.0,0.0,0.0,877.0,127.0,2003.0,1.0,0.0,144.0,March,2022,75.62718890715459,,,,,,,9.546241016698438
MSitAE-MARCH-2022,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,1747.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,12844.0,0.0,0.0,95.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7915.0,0.0,6624.0,0.0,0.0,994.0,5109.0,0.0,1043.0,0.0,0.0,247.0,1279.0,0.0,3013.0,0.0,0.0,910.0,March,2022,35.45167403663929,,,,,,,8.976641306722456
MSitAE-MARCH-2022,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,10310.0,0.0,5978.0,94.0,0.0,323.0,5532.0,0.0,0.0,39.0,0.0,1.0,342.0,42.0,2789.0,0.0,0.0,257.0,March,2022,46.343355965082445,,,,,,,9.240966565517944
MSitAE-MARCH-2022,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,10004.0,0.0,0.0,347.0,0.0,0.0,3739.0,0.0,0.0,91.0,0.0,0.0,1092.0,11.0,3015.0,0.0,0.0,690.0,March,2022,62.624950019992,,,,,,,9.210840247017833
MSitAE-MARCH-2022,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,1472.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12624.0,3770.0,6872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,170.0,2841.0,0.0,0.0,1096.0,March,2022,100.0,,,,,,,9.443434254143561
MSitAE-MARCH-2022,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,9765.0,0.0,0.0,0.0,0.0,0.0,2792.0,0.0,0.0,0.0,0.0,0.0,526.0,37.0,1191.0,0.0,0.0,93.0,March,2022,71.40809011776754,,,,,,,9.186662244621605
MSitAE-MARCH-2022,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27625.86000000004,2972.0,6701.0,836.0,50.0,2997.0,15380.0,38.0,792.0,354.0,0.0,66.0,3558.0,69.0,8524.0,45.0,14.0,2113.0,March,2022,50.0568274070466,,,,,,,10.33514009039794
MSitAE-MARCH-2022,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,8422.0,0.0,2604.0,219.0,0.0,180.0,4274.0,0.0,47.0,82.0,0.0,1.0,691.0,17.0,2112.0,0.0,0.0,1753.0,March,2022,49.25195915459511,,,,,,,9.038721338315364
MSitAE-MARCH-2022,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10116.0,0.0,5662.0,307.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,507.0,2616.0,0.0,28.0,608.0,March,2022,100.0,,,,,,,9.22197245620589
MSitAE-MARCH-2022,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11831.0,1501.0,434.0,1225.0,0.0,68.0,4954.0,0.0,11.0,403.0,0.0,1.0,1006.0,3.0,3507.0,106.0,10.0,4293.0,March,2022,58.12695461076832,,,,,,,9.378563004390635
MSitAE-MARCH-2022,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9182.0,1200.0,2681.0,0.0,0.0,0.0,3917.0,0.0,38.0,0.0,0.0,0.0,785.0,0.0,3604.0,801.0,0.0,804.0,March,2022,57.340448703986056,,,,,,,9.125109227613523
MSitAE-MARCH-2022,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,10276.0,0.0,5319.0,162.0,0.0,0.0,5396.0,0.0,174.0,31.0,0.0,0.0,406.0,0.0,4682.0,0.0,0.0,334.0,March,2022,47.48929544569872,,,,,,,9.237663667625073
MSitAE-MARCH-2022,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8940.0,0.0,9965.0,372.0,0.0,190.0,4318.0,0.0,21.0,138.0,0.0,0.0,638.0,971.0,2587.0,0.0,0.0,915.0,March,2022,51.70022371364653,,,,,,,9.098402718735318
MSitAE-MARCH-2022,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,13097.0,0.0,4437.0,0.0,0.0,3330.0,4962.0,0.0,0.0,0.0,0.0,0.0,1404.0,0.0,6037.0,0.0,0.0,895.0,March,2022,62.11346109796136,,,,,,,9.480214825777999
MSitAE-MARCH-2022,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,3305.0,0.0,0.0,765.0,0.0,0.0,141.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,7893.0,0.0,2817.0,276.0,0.0,103.0,3274.0,0.0,120.0,72.0,0.0,3.0,1108.0,235.0,2001.0,0.0,0.0,247.0,March,2022,58.52020777904472,,,,,,,8.973858256222792
MSitAE-MARCH-2022,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,25520.0,879.0,19663.0,0.0,0.0,0.0,10698.0,6.0,2146.0,0.0,0.0,0.0,3271.0,317.0,5232.0,0.0,0.0,1310.0,March,2022,58.07993730407524,,,,,,,10.147256921643994
MSitAE-MARCH-2022,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11533.0,2215.0,0.0,927.0,0.0,0.0,3774.0,51.0,0.0,0.0,0.0,0.0,550.0,0.0,2862.0,1.0,0.0,857.0,March,2022,67.2765108818174,,,,,,,9.353054474175359
MSitAE-MARCH-2022,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9299.0,714.0,1770.0,194.0,0.0,56.0,4169.0,2.0,0.0,47.0,0.0,0.0,429.0,350.0,1727.0,0.0,0.0,1545.0,March,2022,55.1672222819658,,,,,,,9.137769679141348
MSitAE-MARCH-2022,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,6811.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8805.0,0.0,0.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,0.0,1971.0,0.0,0.0,163.0,March,2022,100.0,,,,,,,9.0831885863157
MSitAE-MARCH-2022,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12881.0,0.0,3940.0,85.0,0.0,0.0,4159.0,0.0,0.0,28.0,0.0,0.0,544.0,120.0,1184.0,0.0,0.0,293.0,March,2022,67.71213415107523,,,,,,,9.463586267106836
MSitAE-MARCH-2022,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,10573.0,0.0,0.0,885.0,0.0,0.0,4147.0,0.0,0.0,0.0,0.0,0.0,669.0,176.0,1496.0,0.0,0.0,864.0,March,2022,60.77745200037832,,,,,,,9.266153436795395
MSitAE-MARCH-2022,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,1894.0,0.0,0.0,121.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,0.0,0.0,0.0,0.0,0.0,1603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,3863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,13182.0,0.0,0.0,0.0,0.0,0.0,5016.0,0.0,0.0,0.0,0.0,0.0,882.0,577.0,3888.0,0.0,0.0,583.0,March,2022,61.948111060537094,,,,,,,9.48668339975797
MSitAE-MARCH-2022,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,March,2022,,,,,,,,0.0
MSitAE-MARCH-2022,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16795.0,0.0,2922.0,0.0,0.0,0.0,3512.0,0.0,29.0,0.0,0.0,0.0,987.0,13.0,4906.0,0.0,0.0,974.0,March,2022,79.0890145876749,,,,,,,9.728896041804084
MSitAE-MARCH-2022,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3954.0,0.0,0.0,202.0,0.0,1436.0,1868.0,0.0,0.0,48.0,0.0,0.0,58.0,10.0,1264.0,0.0,0.0,336.0,March,2022,52.75670207384927,,,,,,,8.282735880201754
MSitAE-MARCH-2022,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2900.0,0.0,5774.0,139.0,0.0,193.0,949.0,0.0,712.0,23.0,0.0,21.0,438.0,0.0,2349.0,0.0,509.0,672.0,March,2022,67.27586206896552,,,,,,,7.972810784121404
MSitAE-MARCH-2022,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12759.0,2258.0,12365.0,0.0,0.0,0.0,8725.0,309.0,1304.0,0.0,0.0,0.0,914.0,834.0,4515.0,0.0,0.0,668.0,March,2022,31.61689787600909,,,,,,,9.454070556898781
MSitAE-MARCH-2022,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,17998.0,0.0,4510.0,575.0,0.0,421.0,7471.0,0.0,32.0,104.0,0.0,0.0,1476.0,372.0,4747.0,0.0,380.0,1512.0,March,2022,58.489832203578175,,,,,,,9.798071479779479
MSitAE-MARCH-2022,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7021.0,0.0,0.0,119.0,0.0,0.0,3008.0,0.0,0.0,44.0,0.0,0.0,1129.0,273.0,2285.0,0.0,0.0,518.0,March,2022,57.15710012818687,,,,,,,8.856803356728378
TOTAL,TOTAL,TOTAL,TOTAL,27625.86000000004,41783.0,671280.0,34553.0,127.0,40082.0,507216.0,1157.0,33315.0,6919.0,0.0,1166.0,113792.0,22506.0,374562.0,1258.0,5728.0,132707.0,March,2022,63.430001881795825,,,,,,,14.142634953627399
MSitAE-MAY-2022,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,2742.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,7669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,3782.0,0.0,0.0,236.0,0.0,0.0,178.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,1633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15221.0,0.0,0.0,0.0,0.0,0.0,3676.0,0.0,0.0,0.0,0.0,0.0,672.0,1.0,2992.0,0.0,0.0,911.0,May,2022,75.84915577163129,,,,,,,9.630497028827337
MSitAE-MAY-2022,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,7336.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,2191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,4583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,1813.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6729.0,0.0,1215.0,145.0,0.0,0.0,2402.0,0.0,2.0,38.0,0.0,0.0,481.0,201.0,1573.0,0.0,0.0,455.0,May,2022,64.30375984544509,,,,,,,8.814330422638774
MSitAE-MAY-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,7322.0,0.0,401.0,0.0,0.0,0.0,3160.0,0.0,1.0,0.0,0.0,0.0,657.0,545.0,1466.0,0.0,0.0,841.0,May,2022,56.8423927888555,,,,,,,8.89877535906107
MSitAE-MAY-2022,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0.0,0.0,2946.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5511.0,0.0,0.0,0.0,0.0,0.0,853.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1734.0,0.0,0.0,355.0,May,2022,84.52186536018871,,,,,,,8.614682812693495
MSitAE-MAY-2022,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,May,2022,,,,,,,,0.0
MSitAE-MAY-2022,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4698.0,0.0,793.0,81.0,0.0,58.0,1777.0,0.0,0.0,33.0,0.0,0.0,250.0,18.0,1130.0,0.0,0.0,406.0,May,2022,62.17539378458918,,,,,,,8.455104999102815
MSitAE-MAY-2022,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,5431.0,0.0,164.0,292.0,0.0,8.0,392.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,242.0,May,2022,92.78217639477076,,,,,,,8.600062669238532
