period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances,date,attendance_zscore,is_outlier,is_anomaly,season,attendance_rolling_avg,attendance_lag_1
MSitAE-JULY-2022,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6569.0,0.0,1275.0,107.0,0.0,0.0,2393.0,0.0,6.0,31.0,0.0,0.0,512.0,284.0,1588.0,0.0,0.0,476.0,7,2022,,,,,,,7844.0,2022-07-01,0.0821314403469907,0,0,Summer,6388.0,6462.0
MSitAE-AUGUST-2022,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,2177.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,164.0,8,2022,,,,,,,2177.0,2022-08-01,0.1251606002069247,0,0,Summer,5494.333333333333,7844.0
MSitAE-AUGUST-2022,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,235.0,2022-08-01,0.1399060790225224,0,0,Summer,3418.6666666666665,2177.0
MSitAE-AUGUST-2022,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,1987.0,2022-08-01,0.1266032577635486,0,0,Summer,1466.3333333333333,235.0
MSitAE-AUGUST-2022,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0.0,0.0,2552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2552.0,2022-08-01,0.1223132497662197,0,0,Summer,1591.3333333333333,1987.0
MSitAE-AUGUST-2022,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0.0,0.0,3074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,3074.0,2022-08-01,0.1183497379527583,0,0,Summer,2537.6666666666665,2552.0
MSitAE-AUGUST-2022,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13379.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922.0,95.0,3557.0,8.0,0.0,1827.0,8,2022,,,,,,,13379.0,2022-08-01,0.0401045478421848,0,0,Summer,6335.0,3074.0
MSitAE-AUGUST-2022,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0.0,0.0,581.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,581.0,2022-08-01,0.1372789236825652,0,0,Summer,5678.0,13379.0
MSitAE-AUGUST-2022,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0.0,0.0,2810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2810.0,2022-08-01,0.1203542726630147,0,0,Summer,5590.0,581.0
MSitAE-AUGUST-2022,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,226.0,2022-08-01,0.1399744154330993,0,0,Summer,1205.6666666666667,2810.0
MSitAE-AUGUST-2022,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,2632.0,0.0,0.0,50.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2632.0,2022-08-01,0.121705815005536,0,0,Summer,1889.3333333333333,226.0
MSitAE-AUGUST-2022,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,373.0,2022-08-01,0.1388582540603429,0,0,Summer,1077.0,2632.0
MSitAE-AUGUST-2022,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,3462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,3462.0,2022-08-01,0.1154036793634422,0,0,Summer,2155.6666666666665,373.0
MSitAE-AUGUST-2022,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8194.0,0.0,0.0,130.0,0.0,0.0,2338.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,2405.0,0.0,0.0,548.0,8,2022,,,,,,,8194.0,2022-08-01,0.0794739132689993,0,0,Summer,4009.6666666666665,3462.0
MSitAE-AUGUST-2022,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9085.0,698.0,2994.0,468.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.0,0.0,3141.0,0.0,0.0,2324.0,8,2022,,,,,,,12777.0,2022-08-01,0.0446754944163299,0,0,Summer,8144.333333333333,8194.0
MSitAE-AUGUST-2022,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18662.0,1696.0,0.0,0.0,0.0,0.0,8711.0,68.0,0.0,0.0,0.0,0.0,1411.0,890.0,4387.0,3.0,0.0,3030.0,8,2022,,,,,,,20358.0,2022-08-01,0.0128865420929624,0,0,Summer,13776.333333333334,12777.0
MSitAE-AUGUST-2022,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14295.0,0.0,0.0,0.0,0.0,0.0,3821.0,0.0,0.0,0.0,0.0,0.0,723.0,0.0,2992.0,0.0,0.0,918.0,8,2022,,,,,,,14295.0,2022-08-01,0.033149419832356,0,0,Summer,15810.0,20358.0
MSitAE-AUGUST-2022,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7711.0,1124.0,2225.0,0.0,0.0,0.0,3039.0,0.0,43.0,0.0,0.0,0.0,618.0,0.0,3367.0,753.0,0.0,1009.0,8,2022,,,,,,,11060.0,2022-08-01,0.0577125629675045,0,0,Summer,15237.666666666666,14295.0
MSitAE-AUGUST-2022,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,4611.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,4611.0,2022-08-01,0.1066793976131221,0,0,Summer,9988.666666666666,11060.0
MSitAE-AUGUST-2022,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6489.0,0.0,1345.0,110.0,0.0,0.0,2696.0,0.0,0.0,42.0,0.0,0.0,462.0,347.0,1561.0,0.0,0.0,503.0,8,2022,,,,,,,7834.0,2022-08-01,0.0822073696920761,0,0,Summer,7835.0,4611.0
MSitAE-AUGUST-2022,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14185.0,1100.0,8517.0,917.0,0.0,0.0,6246.0,199.0,18.0,108.0,0.0,0.0,1345.0,11.0,3069.0,0.0,0.0,418.0,8,2022,,,,,,,23802.0,2022-08-01,0.0390366085403972,0,0,Summer,12082.333333333334,7834.0
MSitAE-AUGUST-2022,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,476.0,2022-08-01,0.1380761818059626,0,0,Summer,10704.0,23802.0
MSitAE-AUGUST-2022,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5513.0,0.0,0.0,0.0,0.0,0.0,1202.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1701.0,0.0,0.0,311.0,8,2022,,,,,,,5513.0,2022-08-01,0.099830570686413,0,0,Summer,9930.333333333334,476.0
MSitAE-AUGUST-2022,ACH01,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,4424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,4424.0,2022-08-01,0.1080992763662203,0,0,Summer,3471.0,5513.0
MSitAE-AUGUST-2022,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,5232.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,5232.0,2022-08-01,0.1019641852833146,0,0,Summer,5056.333333333333,4424.0
MSitAE-AUGUST-2022,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10853.0,1362.0,6169.0,519.0,0.0,138.0,4335.0,15.0,163.0,218.0,0.0,5.0,670.0,3.0,4213.0,25.0,0.0,1129.0,8,2022,,,,,,,18384.0,2022-08-01,0.0021019106269086,0,0,Summer,9346.666666666666,5232.0
MSitAE-AUGUST-2022,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,2440.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2440.0,2022-08-01,0.1231636584311769,0,0,Summer,8685.333333333334,18384.0
MSitAE-AUGUST-2022,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13552.0,0.0,8796.0,68.0,0.0,1262.0,7058.0,0.0,1942.0,22.0,0.0,243.0,1396.0,647.0,3477.0,0.0,0.0,660.0,8,2022,,,,,,,22348.0,2022-08-01,0.0279964817649703,0,0,Summer,14390.666666666666,2440.0
MSitAE-AUGUST-2022,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,6909.0,0.0,0.0,1057.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,6909.0,2022-08-01,0.0892308341124818,0,0,Summer,10565.666666666666,22348.0
MSitAE-AUGUST-2022,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,2114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2114.0,2022-08-01,0.1256389550809632,0,0,Summer,10457.0,6909.0
MSitAE-AUGUST-2022,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,1866.0,2022-08-01,0.1275220028390827,0,0,Summer,3629.6666666666665,2114.0
MSitAE-AUGUST-2022,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,1836.0,2022-08-01,0.1277497908743391,0,0,Summer,1938.6666666666667,1866.0
MSitAE-AUGUST-2022,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,5345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,5345.0,2022-08-01,0.1011061836838488,0,0,Summer,3015.6666666666665,1836.0
MSitAE-AUGUST-2022,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,2484.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2484.0,2022-08-01,0.1228295693128009,0,0,Summer,3221.6666666666665,5345.0
MSitAE-AUGUST-2022,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5427.0,0.0,0.0,152.0,0.0,0.0,2442.0,0.0,0.0,33.0,0.0,0.0,198.0,278.0,1263.0,0.0,0.0,522.0,8,2022,,,,,,,5427.0,2022-08-01,0.100483563054148,0,0,Summer,4418.666666666667,2484.0
MSitAE-AUGUST-2022,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,11254.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,8,2022,,,,,,,11254.0,2022-08-01,0.0562395336728465,0,0,Summer,6388.333333333333,5427.0
MSitAE-AUGUST-2022,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8876.0,0.0,1987.0,775.0,0.0,1096.0,4323.0,0.0,63.0,0.0,0.0,0.0,157.0,0.0,2970.0,0.0,0.0,536.0,8,2022,,,,,,,10863.0,2022-08-01,0.0592083710656882,0,0,Summer,9181.333333333334,11254.0
MSitAE-AUGUST-2022,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0.0,0.0,2158.0,0.0,0.0,52.0,0.0,0.0,64.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2158.0,2022-08-01,0.1253048659625871,0,0,Summer,8091.666666666667,10863.0
MSitAE-AUGUST-2022,NNJ07,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,4701.0,0.0,0.0,127.0,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,4701.0,2022-08-01,0.1059960335073529,0,0,Summer,5907.333333333333,2158.0
MSitAE-AUGUST-2022,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,170.0,0.0,0.0,1339.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,170.0,2022-08-01,0.1403996197655779,0,0,Summer,2343.0,4701.0
MSitAE-AUGUST-2022,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0.0,0.0,134.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,134.0,2022-08-01,0.1406729654078856,0,0,Summer,1668.3333333333333,170.0
MSitAE-AUGUST-2022,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0.0,0.0,46.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,46.0,2022-08-01,0.1413411436446377,0,0,Summer,116.66666666666667,134.0
MSitAE-AUGUST-2022,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5371.0,0.0,1648.0,422.0,0.0,287.0,1834.0,0.0,34.0,0.0,0.0,0.0,422.0,0.0,1721.0,0.0,0.0,118.0,8,2022,,,,,,,7019.0,2022-08-01,0.0883956113165417,0,0,Summer,2399.6666666666665,46.0
MSitAE-AUGUST-2022,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,70.0,2022-08-01,0.1411589132164326,0,0,Summer,2378.3333333333335,7019.0
MSitAE-AUGUST-2022,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,5577.0,0.0,0.0,95.0,0.0,0.0,157.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,5577.0,2022-08-01,0.099344622877866,0,0,Summer,4222.0,70.0
MSitAE-AUGUST-2022,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0.0,0.0,37.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,37.0,2022-08-01,0.1414094800552146,0,0,Summer,1894.6666666666667,5577.0
MSitAE-AUGUST-2022,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0.0,0.0,1341.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,1341.0,2022-08-01,0.1315082934560697,0,0,Summer,2318.3333333333335,37.0
MSitAE-AUGUST-2022,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,7472.0,0.0,3529.0,281.0,0.0,31.0,2812.0,0.0,57.0,44.0,0.0,0.0,693.0,13.0,2743.0,0.0,0.0,667.0,8,2022,,,,,,,11001.0,2022-08-01,0.0581605461035088,0,0,Summer,4126.333333333333,1341.0
MSitAE-AUGUST-2022,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,6486.0,0.0,2931.0,29.0,0.0,10.0,2478.0,0.0,97.0,9.0,0.0,0.0,266.0,415.0,1784.0,0.0,132.0,491.0,8,2022,,,,,,,9417.0,2022-08-01,0.0701877543650467,0,0,Summer,7253.0,11001.0
MSitAE-AUGUST-2022,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4201.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0.0,0.0,242.0,8,2022,,,,,,,4201.0,2022-08-01,0.1097925007616262,0,0,Summer,8206.333333333334,9417.0
MSitAE-AUGUST-2022,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6456.0,0.0,12406.0,0.0,0.0,0.0,3518.0,0.0,951.0,0.0,0.0,0.0,433.0,678.0,1852.0,0.0,18.0,1073.0,8,2022,,,,,,,18862.0,2022-08-01,0.0015275120681766,0,0,Summer,10826.666666666666,4201.0
MSitAE-AUGUST-2022,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16591.0,263.0,8544.0,437.0,0.0,0.0,7967.0,0.0,409.0,91.0,0.0,0.0,2120.0,300.0,5109.0,0.0,0.0,1604.0,8,2022,,,,,,,25398.0,2022-08-01,0.0511549320160377,0,0,Summer,16153.666666666666,18862.0
MSitAE-AUGUST-2022,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7357.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,0.0,2513.0,0.0,0.0,482.0,8,2022,,,,,,,7357.0,2022-08-01,0.0858291994526529,0,0,Summer,17205.666666666668,25398.0
MSitAE-AUGUST-2022,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9148.0,0.0,5915.0,46.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0,402.0,1904.0,0.0,21.0,454.0,8,2022,,,,,,,15063.0,2022-08-01,0.0273180461297922,0,0,Summer,15939.333333333334,7357.0
MSitAE-AUGUST-2022,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9345.0,0.0,1426.0,694.0,0.0,0.0,2236.0,0.0,0.0,81.0,0.0,0.0,423.0,612.0,2260.0,0.0,0.0,809.0,8,2022,,,,,,,10771.0,2022-08-01,0.0599069210404745,0,0,Summer,11063.666666666666,15063.0
MSitAE-AUGUST-2022,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,2778.0,0.0,0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2778.0,2022-08-01,0.1205972465672882,0,0,Summer,9537.333333333334,10771.0
MSitAE-AUGUST-2022,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12568.0,0.0,5626.0,28.0,0.0,527.0,3549.0,0.0,0.0,0.0,0.0,1.0,872.0,130.0,5343.0,0.0,0.0,828.0,8,2022,,,,,,,18194.0,2022-08-01,0.0035445681835325,0,0,Summer,10581.0,2778.0
MSitAE-AUGUST-2022,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10267.0,0.0,3543.0,1.0,0.0,0.0,3280.0,0.0,18.0,1.0,0.0,0.0,770.0,0.0,2612.0,0.0,0.0,359.0,8,2022,,,,,,,13810.0,2022-08-01,0.0368319930690012,0,0,Summer,11594.0,18194.0
MSitAE-AUGUST-2022,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8292.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0.0,1919.0,0.0,0.0,143.0,8,2022,,,,,,,8292.0,2022-08-01,0.0787298056871618,0,0,Summer,13432.0,13810.0
MSitAE-AUGUST-2022,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12583.0,0.0,3531.0,0.0,0.0,0.0,5092.0,0.0,1.0,0.0,0.0,0.0,1280.0,207.0,2850.0,0.0,437.0,699.0,8,2022,,,,,,,16114.0,2022-08-01,0.0193378719613096,0,0,Summer,12738.666666666666,8292.0
MSitAE-AUGUST-2022,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9011.0,0.0,1134.0,81.0,0.0,0.0,3251.0,0.0,0.0,5.0,0.0,0.0,1295.0,183.0,2419.0,0.0,0.0,335.0,8,2022,,,,,,,10145.0,2022-08-01,0.0646600980428248,0,0,Summer,11517.0,16114.0
MSitAE-AUGUST-2022,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,7918.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,7918.0,2022-08-01,0.0815695631933582,0,0,Summer,11392.333333333334,10145.0
MSitAE-AUGUST-2022,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,8410.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,8410.0,2022-08-01,0.0778338394151532,0,0,Summer,8824.333333333334,7918.0
MSitAE-AUGUST-2022,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8,2022,,,,,,,516.0,2022-08-01,0.1377724644256208,0,0,Summer,5614.666666666667,8410.0
MSitAE-AUGUST-2022,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0.0,0.0,3497.0,0.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,3497.0,2022-08-01,0.1151379266556431,0,0,Summer,4141.0,516.0
MSitAE-AUGUST-2022,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8081.0,0.0,0.0,0.0,0.0,0.0,2175.0,0.0,0.0,0.0,0.0,0.0,479.0,34.0,967.0,0.0,0.0,91.0,8,2022,,,,,,,8081.0,2022-08-01,0.0803319148684651,0,0,Summer,4031.3333333333335,3497.0
MSitAE-AUGUST-2022,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9893.0,0.0,5224.0,0.0,0.0,286.0,4330.0,0.0,204.0,0.0,0.0,0.0,1157.0,29.0,2173.0,0.0,133.0,1715.0,8,2022,,,,,,,15117.0,2022-08-01,0.0269080276663306,0,0,Summer,8898.333333333334,8081.0
MSitAE-AUGUST-2022,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9947.0,0.0,986.0,0.0,0.0,0.0,2881.0,0.0,0.0,0.0,0.0,0.0,971.0,20.0,2417.0,0.0,93.0,1448.0,8,2022,,,,,,,10933.0,2022-08-01,0.05867686565009,0,0,Summer,11377.0,15117.0
MSitAE-AUGUST-2022,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5944.0,0.0,3677.0,57.0,0.0,0.0,3698.0,0.0,227.0,36.0,0.0,0.0,607.0,145.0,1673.0,0.0,0.0,1148.0,8,2022,,,,,,,9621.0,2022-08-01,0.0686387957253032,0,0,Summer,11890.333333333334,10933.0
MSitAE-AUGUST-2022,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0.0,0.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2022,,,,,,,2432.0,2022-08-01,0.1232244019072453,0,0,Summer,7662.0,9621.0
