period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,number_of_a&e_attendances_type_1,number_of_a&e_attendances_type_2,number_of_a&e_attendances_other_a&e_department,number_of_attendances_over_4hrs_type_1,number_of_attendances_over_4hrs_type_2,number_of_attendances_over_4hrs_other_a&e_department,total_a&e_attendances,date,attendance_zscore,is_outlier,is_anomaly
MSitAE-SEPTEMBER-2022,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7926.0,0.0,2930.0,113.0,0.0,13.0,3438.0,0.0,121.0,24.0,0.0,3.0,602.0,553.0,2416.0,0.0,17.0,772.0,September,2022,,,,,,,10856.0,2022-09-01,0.059261521607248104,0,0
MSitAE-SEPTEMBER-2022,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,7716.0,0.0,10292.0,259.0,0.0,217.0,3699.0,0.0,59.0,57.0,0.0,0.0,424.0,964.0,2256.0,0.0,0.0,1301.0,September,2022,,,,,,,18008.0,2022-09-01,0.004956854002122239,0,0
MSitAE-SEPTEMBER-2022,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10110.0,0.0,1983.0,5.0,0.0,7.0,5752.0,0.0,159.0,2.0,0.0,1.0,1080.0,632.0,2818.0,0.0,41.0,1484.0,September,2022,,,,,,,12093.0,2022-09-01,0.04986906162017586,0,0
MSitAE-SEPTEMBER-2022,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12714.0,618.0,2297.0,0.0,0.0,1258.0,4377.0,0.0,0.0,0.0,0.0,0.0,79.0,30.0,3384.0,0.0,0.0,922.0,September,2022,,,,,,,15629.0,2022-09-01,0.023020445197954795,0,0
MSitAE-SEPTEMBER-2022,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12345.0,0.0,0.0,0.0,0.0,0.0,4670.0,0.0,0.0,0.0,0.0,0.0,771.0,708.0,3646.0,0.0,0.0,560.0,September,2022,,,,,,,12345.0,2022-09-01,0.0479556421240221,0,0
MSitAE-SEPTEMBER-2022,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13702.0,0.0,10725.0,72.0,0.0,289.0,6619.0,0.0,1102.0,15.0,0.0,25.0,1604.0,621.0,3446.0,0.0,0.0,1193.0,September,2022,,,,,,,24427.0,2022-09-01,0.04378219260823891,0,0
MSitAE-SEPTEMBER-2022,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7754.0,0.0,4387.0,0.0,0.0,0.0,3879.0,0.0,34.0,0.0,0.0,0.0,1041.0,131.0,2103.0,0.0,0.0,513.0,September,2022,,,,,,,12141.0,2022-09-01,0.049504600763765616,0,0
MSitAE-SEPTEMBER-2022,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,30265.0,0.0,48.0,219.0,0.0,0.0,14524.0,0.0,0.0,128.0,0.0,0.0,3740.0,775.0,9013.0,0.0,0.0,4676.0,September,2022,,,,,,,30313.0,2022-09-01,0.08847420512554467,0,0
MSitAE-SEPTEMBER-2022,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8578.0,0.0,10182.0,0.0,0.0,0.0,1827.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,4982.0,0.0,59.0,996.0,September,2022,,,,,,,18760.0,2022-09-01,0.000753032748304865,0,0
MSitAE-SEPTEMBER-2022,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9456.0,0.0,615.0,59.0,0.0,0.0,4729.0,0.0,0.0,2.0,0.0,0.0,611.0,267.0,2511.0,0.0,0.0,443.0,September,2022,,,,,,,10071.0,2022-09-01,0.06522197519645725,0,0
MSitAE-SEPTEMBER-2022,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,5358.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,September,2022,,,,,,,5358.0,2022-09-01,0.10100747553523776,0,0
MSitAE-SEPTEMBER-2022,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,16541.0,0.0,2291.0,0.0,0.0,0.0,2929.0,0.0,9.0,0.0,0.0,0.0,821.0,40.0,4984.0,0.0,0.0,977.0,September,2022,,,,,,,18832.0,2022-09-01,0.001299724032920226,0,0
MSitAE-SEPTEMBER-2022,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,1434.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,1434.0,2022-09-01,0.13080215054677494,0,0
MSitAE-SEPTEMBER-2022,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11959.0,388.0,7387.0,782.0,0.0,430.0,6491.0,0.0,222.0,360.0,0.0,7.0,950.0,695.0,4819.0,0.0,0.0,2412.0,September,2022,,,,,,,19734.0,2022-09-01,0.008148550959629332,0,0
MSitAE-SEPTEMBER-2022,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,0.0,0.0,870.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,September,2022,,,,,,,870.0,2022-09-01,0.13508456560959525,0,0
MSitAE-SEPTEMBER-2022,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6130.0,0.0,0.0,593.0,0.0,0.0,2925.0,0.0,0.0,213.0,0.0,0.0,618.0,0.0,2105.0,0.0,0.0,860.0,September,2022,,,,,,,6130.0,2022-09-01,0.09514573009463972,0,0
MSitAE-SEPTEMBER-2022,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6597.0,0.0,2489.0,30.0,0.0,13.0,3579.0,0.0,10.0,10.0,0.0,0.0,694.0,405.0,2114.0,0.0,0.0,710.0,September,2022,,,,,,,9086.0,2022-09-01,0.07270101568737573,0,0
MSitAE-SEPTEMBER-2022,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,14994.0,0.0,5394.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,7.0,4125.0,0.0,0.0,1441.0,September,2022,,,,,,,20388.0,2022-09-01,0.013114330128218861,0,0
MSitAE-SEPTEMBER-2022,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,9038.0,366.0,8238.0,0.0,0.0,0.0,4806.0,0.0,525.0,0.0,0.0,0.0,704.0,924.0,3592.0,3.0,0.0,1441.0,September,2022,,,,,,,17642.0,2022-09-01,0.007735868032250325,0,0
MSitAE-SEPTEMBER-2022,RDR,NHS ENGLAND SOUTH EAST ,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0.0,0.0,10948.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,10948.0,2022-09-01,0.05856297163246181,0,0
MSitAE-SEPTEMBER-2022,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5657.0,0.0,10187.0,0.0,0.0,0.0,3265.0,0.0,497.0,0.0,0.0,0.0,484.0,669.0,1859.0,0.0,27.0,959.0,September,2022,,,,,,,15844.0,2022-09-01,0.021387964278617257,0,0
MSitAE-SEPTEMBER-2022,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16545.0,238.0,8660.0,439.0,0.0,0.0,8570.0,0.0,450.0,109.0,0.0,0.0,2242.0,374.0,5160.0,0.0,0.0,1499.0,September,2022,,,,,,,25443.0,2022-09-01,0.051496614068922336,0,0
MSitAE-SEPTEMBER-2022,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0.0,1209.0,0.0,0.0,101.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,25.0,September,2022,,,,,,,1209.0,2022-09-01,0.13251056081119794,0,0
MSitAE-SEPTEMBER-2022,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2779.0,0.0,5143.0,53.0,0.0,216.0,1333.0,0.0,811.0,20.0,0.0,40.0,655.0,18.0,1741.0,0.0,858.0,538.0,September,2022,,,,,,,7922.0,2022-09-01,0.08153919145532407,0,0
MSitAE-SEPTEMBER-2022,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,6622.0,0.0,8612.0,0.0,0.0,2.0,3415.0,0.0,278.0,0.0,0.0,0.0,485.0,65.0,1729.0,0.0,0.0,1263.0,September,2022,,,,,,,15234.0,2022-09-01,0.026019654328830733,0,0
MSitAE-SEPTEMBER-2022,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12519.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,113.0,3505.0,10.0,0.0,1992.0,September,2022,,,,,,,12519.0,2022-09-01,0.046634471519534974,0,0
MSitAE-SEPTEMBER-2022,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10105.0,1301.0,0.0,605.0,0.0,0.0,3832.0,17.0,0.0,206.0,0.0,0.0,486.0,7.0,3069.0,6.0,0.0,1266.0,September,2022,,,,,,,11406.0,2022-09-01,0.05508540762754743,0,0
MSitAE-SEPTEMBER-2022,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7065.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,10.0,2381.0,0.0,0.0,563.0,September,2022,,,,,,,7065.0,2022-09-01,0.08804633632914857,0,0
MSitAE-SEPTEMBER-2022,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6682.0,0.0,0.0,91.0,0.0,0.0,2788.0,0.0,0.0,33.0,0.0,0.0,672.0,475.0,2069.0,0.0,0.0,479.0,September,2022,,,,,,,6682.0,2022-09-01,0.09095443024592195,0,0
MSitAE-SEPTEMBER-2022,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,180.0,2022-09-01,0.14032369042049248,0,0
MSitAE-SEPTEMBER-2022,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,371.0,2022-09-01,0.13887343992936005,0,0
MSitAE-SEPTEMBER-2022,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0.0,0.0,1252.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,1252.0,2022-09-01,0.13218406462733043,0,0
MSitAE-SEPTEMBER-2022,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,7589.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,7589.0,2022-09-01,0.0840676386466701,0,0
MSitAE-SEPTEMBER-2022,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7512.0,162.0,4025.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,741.0,2091.0,0.0,939.0,0.0,September,2022,,,,,,,11699.0,2022-09-01,0.05286067781654325,0,0
MSitAE-SEPTEMBER-2022,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7611.0,0.0,2207.0,0.0,0.0,0.0,3365.0,0.0,0.0,0.0,0.0,0.0,503.0,249.0,1758.0,0.0,0.0,468.0,September,2022,,,,,,,9818.0,2022-09-01,0.06714298762711957,0,0
MSitAE-SEPTEMBER-2022,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,8778.0,0.0,4385.0,140.0,0.0,1428.0,3094.0,0.0,200.0,16.0,0.0,0.0,673.0,95.0,3024.0,0.0,0.0,1448.0,September,2022,,,,,,,13163.0,2022-09-01,0.04174462169603091,0,0
MSitAE-SEPTEMBER-2022,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8559.0,0.0,2120.0,18.0,0.0,0.0,3481.0,0.0,5.0,4.0,0.0,0.0,686.0,477.0,2180.0,0.0,0.0,700.0,September,2022,,,,,,,10679.0,2022-09-01,0.06060547101526087,0,0
MSitAE-SEPTEMBER-2022,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4188.0,258.0,1577.0,168.0,0.0,0.0,1842.0,0.0,0.0,82.0,0.0,0.0,442.0,9.0,1225.0,0.0,0.0,607.0,September,2022,,,,,,,6023.0,2022-09-01,0.09595817408705422,0,0
MSitAE-SEPTEMBER-2022,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,14145.0,0.0,10118.0,63.0,0.0,195.0,6025.0,0.0,100.0,0.0,0.0,0.0,1149.0,16.0,4189.0,0.0,209.0,1384.0,September,2022,,,,,,,24263.0,2022-09-01,0.042536951348837254,0,0
MSitAE-SEPTEMBER-2022,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12288.0,0.0,3360.0,0.0,0.0,0.0,4789.0,0.0,2.0,0.0,0.0,0.0,1299.0,261.0,2915.0,0.0,441.0,738.0,September,2022,,,,,,,15648.0,2022-09-01,0.022876179442292408,0,0
MSitAE-SEPTEMBER-2022,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,16754.0,0.0,9924.0,58.0,0.0,14.0,8172.0,0.0,16.0,23.0,0.0,0.0,1244.0,635.0,3352.0,0.0,0.0,1031.0,September,2022,,,,,,,26678.0,2022-09-01,0.06087388818697749,0,0
MSitAE-SEPTEMBER-2022,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,6972.0,0.0,6335.0,0.0,0.0,829.0,4040.0,0.0,159.0,0.0,0.0,12.0,1190.0,0.0,2861.0,0.0,0.0,629.0,September,2022,,,,,,,13307.0,2022-09-01,0.04065123912680019,0,0
MSitAE-SEPTEMBER-2022,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9064.0,0.0,5023.0,12.0,0.0,313.0,4832.0,0.0,4.0,4.0,0.0,0.0,243.0,45.0,2761.0,0.0,0.0,280.0,September,2022,,,,,,,14087.0,2022-09-01,0.034728750210133774,0,0
MSitAE-SEPTEMBER-2022,RWW,NHS ENGLAND NORTH WEST ,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6658.0,0.0,2644.0,253.0,0.0,107.0,2689.0,0.0,72.0,67.0,0.0,2.0,594.0,549.0,2131.0,0.0,0.0,204.0,September,2022,,,,,,,9302.0,2022-09-01,0.07106094183352965,0,0
MSitAE-SEPTEMBER-2022,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8529.0,0.0,1843.0,645.0,0.0,1122.0,3983.0,0.0,54.0,0.0,0.0,0.0,175.0,0.0,3029.0,0.0,0.0,638.0,September,2022,,,,,,,10372.0,2022-09-01,0.0629365019093847,0,0
MSitAE-SEPTEMBER-2022,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11250.0,0.0,3618.0,98.0,0.0,18.0,3606.0,0.0,18.0,17.0,0.0,0.0,1368.0,130.0,2535.0,0.0,125.0,1409.0,September,2022,,,,,,,14868.0,2022-09-01,0.02879866835895882,0,0
MSitAE-SEPTEMBER-2022,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,11441.0,0.0,3975.0,0.0,0.0,3756.0,5721.0,0.0,0.0,0.0,0.0,0.0,1696.0,213.0,4875.0,0.0,0.0,806.0,September,2022,,,,,,,15416.0,2022-09-01,0.02463774024827524,0,0
MSitAE-SEPTEMBER-2022,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,2420.0,0.0,0.0,79.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,2420.0,2022-09-01,0.1233155171213479,0,0
MSitAE-SEPTEMBER-2022,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,384.0,2022-09-01,0.13877473178074895,0,0
MSitAE-SEPTEMBER-2022,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,3386.0,0.0,2031.0,20.0,0.0,31.0,1457.0,0.0,0.0,9.0,0.0,0.0,402.0,104.0,1064.0,0.0,0.0,194.0,September,2022,,,,,,,5417.0,2022-09-01,0.10055949239923351,0,0
MSitAE-SEPTEMBER-2022,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8652.0,0.0,0.0,1665.0,0.0,0.0,4217.0,0.0,0.0,0.0,0.0,0.0,621.0,139.0,1401.0,0.0,0.0,862.0,September,2022,,,,,,,8652.0,2022-09-01,0.075996349264085,0,0
MSitAE-SEPTEMBER-2022,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8324.0,994.0,7282.0,251.0,1.0,781.0,3950.0,0.0,54.0,121.0,0.0,7.0,1069.0,3.0,3084.0,0.0,0.0,2563.0,September,2022,,,,,,,16600.0,2022-09-01,0.015647705790155966,0,0
MSitAE-SEPTEMBER-2022,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9396.0,0.0,4777.0,23.0,0.0,62.0,3245.0,0.0,250.0,16.0,0.0,0.0,885.0,150.0,3129.0,0.0,0.0,309.0,September,2022,,,,,,,14173.0,2022-09-01,0.03407575784239876,0,0
MSitAE-SEPTEMBER-2022,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8383.0,0.0,0.0,0.0,0.0,0.0,2419.0,0.0,0.0,0.0,0.0,0.0,394.0,68.0,930.0,0.0,0.0,82.0,September,2022,,,,,,,8383.0,2022-09-01,0.07803884864688404,0,0
MSitAE-SEPTEMBER-2022,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0.0,5408.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,159.0,September,2022,,,,,,,5408.0,2022-09-01,0.10062782880981043,0,0
MSitAE-SEPTEMBER-2022,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11688.0,0.0,0.0,180.0,0.0,0.0,4914.0,0.0,0.0,61.0,0.0,0.0,334.0,642.0,2190.0,0.0,0.0,1155.0,September,2022,,,,,,,11688.0,2022-09-01,0.05294420009613727,0,0
MSitAE-SEPTEMBER-2022,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8225.0,0.0,0.0,189.0,0.0,0.0,3584.0,0.0,0.0,82.0,0.0,0.0,761.0,261.0,3210.0,0.0,0.0,1355.0,September,2022,,,,,,,8225.0,2022-09-01,0.07923853229923443,0,0
MSitAE-SEPTEMBER-2022,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12250.0,257.0,124.0,374.0,0.0,0.0,3073.0,0.0,0.0,57.0,0.0,0.0,582.0,269.0,1782.0,5.0,0.0,143.0,September,2022,,,,,,,12631.0,2022-09-01,0.04578406285457774,0,0
MSitAE-SEPTEMBER-2022,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,7037.0,0.0,2610.0,193.0,0.0,0.0,2671.0,0.0,0.0,31.0,0.0,0.0,635.0,205.0,1894.0,0.0,0.0,124.0,September,2022,,,,,,,9647.0,2022-09-01,0.06844137942808104,0,0
MSitAE-SEPTEMBER-2022,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11292.0,3504.0,6316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.0,78.0,2664.0,0.0,0.0,1105.0,September,2022,,,,,,,21112.0,2022-09-01,0.01861161471240666,0,0
MSitAE-SEPTEMBER-2022,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11403.0,0.0,15316.0,279.0,0.0,0.0,5508.0,0.0,2081.0,134.0,0.0,0.0,840.0,217.0,6192.0,0.0,0.0,1591.0,September,2022,,,,,,,26719.0,2022-09-01,0.0611851985018279,0,0
MSitAE-SEPTEMBER-2022,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8149.0,0.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0,1908.0,0.0,0.0,124.0,September,2022,,,,,,,8149.0,2022-09-01,0.07981559532188397,0,0
MSitAE-SEPTEMBER-2022,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,10181.0,0.0,1064.0,0.0,0.0,0.0,2832.0,0.0,0.0,0.0,0.0,0.0,836.0,16.0,2528.0,0.0,59.0,1575.0,September,2022,,,,,,,11245.0,2022-09-01,0.056307870083423445,0,0
MSitAE-SEPTEMBER-2022,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,17967.0,0.0,8891.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,11.0,2534.0,0.0,0.0,359.0,September,2022,,,,,,,26858.0,2022-09-01,0.06224061639851589,0,0
MSitAE-SEPTEMBER-2022,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7296.0,0.0,2463.0,187.0,0.0,188.0,3328.0,0.0,12.0,62.0,0.0,0.0,598.0,18.0,1966.0,0.0,0.0,1539.0,September,2022,,,,,,,9759.0,2022-09-01,0.06759097076312381,0,0
MSitAE-SEPTEMBER-2022,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,18385.0,1465.0,6815.0,1503.0,0.0,278.0,9387.0,13.0,1947.0,544.0,0.0,1.0,1509.0,933.0,5535.0,31.0,211.0,1390.0,September,2022,,,,,,,26665.0,2022-09-01,0.06077518003836638,0,0
MSitAE-SEPTEMBER-2022,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11992.0,2280.0,10102.0,0.0,0.0,0.0,8177.0,531.0,1207.0,0.0,0.0,0.0,1144.0,567.0,4464.0,0.0,0.0,732.0,September,2022,,,,,,,24374.0,2022-09-01,0.04337976707928593,0,0
MSitAE-SEPTEMBER-2022,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,23022.0,0.0,5725.0,0.0,0.0,0.0,11422.0,0.0,280.0,0.0,0.0,0.0,1735.0,772.0,5761.0,0.0,387.0,1266.0,September,2022,,,,,,,28747.0,2022-09-01,0.07658366968516057,0,0
MSitAE-SEPTEMBER-2022,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0.0,0.0,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,September,2022,,,,,,,1841.0,2022-09-01,0.12771182620179644,0,0
MSitAE-SEPTEMBER-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6264.0,0.0,494.0,0.0,0.0,0.0,2797.0,0.0,0.0,0.0,0.0,0.0,628.0,682.0,1361.0,0.0,0.0,901.0,September,2022,,,,,,,6758.0,2022-09-01,0.0903773672232724,0,0
MSitAE-SEPTEMBER-2022,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,16829.0,0.0,5106.0,112.0,0.0,0.0,6971.0,0.0,16.0,50.0,0.0,0.0,634.0,1126.0,3524.0,0.0,478.0,1469.0,September,2022,,,,,,,21935.0,2022-09-01,0.024860599812940577,0,0
MSitAE-SEPTEMBER-2022,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26151.0,3167.0,8603.0,395.0,39.0,647.0,16675.0,534.0,905.0,240.0,5.0,18.0,2767.0,197.0,7123.0,126.0,61.0,1855.0,September,2022,,,,,,,37921.0,2022-09-01,0.14624125086656783,0,0
