period,org_code,parent_org,org_name,a&e_attendances_type_1,a&e_attendances_type_2,a&e_attendances_other_a&e_department,a&e_attendances_booked_appointments_type_1,a&e_attendances_booked_appointments_type_2,a&e_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_4-12_hs_from_dta_to_admission,patients_who_have_waited_12+_hrs_from_dta_to_admission,emergency_admissions_via_a&e_-_type_1,emergency_admissions_via_a&e_-_type_2,emergency_admissions_via_a&e_-_other_a&e_department,other_emergency_admissions,month,year,percentage_seen_within_4_hours
MSitAE-FEBRUARY-2022,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8188.0,0.0,0.0,268.0,0.0,0.0,2969.0,0.0,0.0,74.0,0.0,0.0,1108.0,9.0,2570.0,0.0,0.0,697.0,February,2022,63.73961895456765
MSitAE-FEBRUARY-2022,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,1235.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RXW,NHS ENGLAND MIDLANDS ,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9255.0,0.0,1584.0,59.0,0.0,163.0,4780.0,0.0,85.0,18.0,0.0,3.0,1888.0,336.0,2637.0,0.0,51.0,1664.0,February,2022,48.35224203133441
MSitAE-FEBRUARY-2022,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0.0,0.0,3742.0,0.0,0.0,83.0,0.0,0.0,153.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,6801.0,0.0,5513.0,545.0,0.0,1236.0,2493.0,0.0,792.0,111.0,0.0,0.0,811.0,25.0,2306.0,0.0,0.0,1045.0,February,2022,63.343625937362155
MSitAE-FEBRUARY-2022,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,4529.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,1919.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,0.0,0.0,0.0,0.0,0.0,1638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6021.0,0.0,521.0,0.0,0.0,0.0,2288.0,0.0,0.0,0.0,0.0,0.0,588.0,0.0,1378.0,0.0,0.0,867.0,February,2022,61.99966782926424
MSitAE-FEBRUARY-2022,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,6402.0,0.0,0.0,458.0,0.0,0.0,177.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,9611.0,1961.0,0.0,916.0,0.0,0.0,3141.0,54.0,0.0,0.0,0.0,0.0,503.0,0.0,2655.0,3.0,0.0,855.0,February,2022,67.31869732598065
MSitAE-FEBRUARY-2022,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,1415.0,0.0,0.0,178.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,10585.0,0.0,14159.0,261.0,0.0,0.0,4577.0,0.0,1204.0,105.0,0.0,0.0,1385.0,21.0,4898.0,0.0,0.0,1385.0,February,2022,56.75956542276806
MSitAE-FEBRUARY-2022,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9793.0,0.0,907.0,0.0,0.0,0.0,2612.0,0.0,8.0,0.0,0.0,0.0,849.0,2.0,2519.0,0.0,23.0,1310.0,February,2022,73.32788726641478
MSitAE-FEBRUARY-2022,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3919.0,0.0,553.0,83.0,0.0,40.0,1562.0,0.0,0.0,30.0,0.0,0.0,272.0,37.0,944.0,0.0,0.0,305.0,February,2022,60.142893595304926
MSitAE-FEBRUARY-2022,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11393.0,377.0,6256.0,722.0,0.0,107.0,6475.0,0.0,140.0,340.0,0.0,2.0,893.0,723.0,4727.0,0.0,0.0,2291.0,February,2022,43.16685684192048
MSitAE-FEBRUARY-2022,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6960.0,0.0,1952.0,190.0,0.0,170.0,3351.0,0.0,14.0,60.0,0.0,1.0,519.0,7.0,2004.0,0.0,0.0,1446.0,February,2022,51.85344827586207
MSitAE-FEBRUARY-2022,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6086.0,0.0,333.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,45.0,1639.0,0.0,0.0,505.0,February,2022,100.0
MSitAE-FEBRUARY-2022,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,15921.0,1255.0,6599.0,1874.0,0.0,139.0,7388.0,4.0,1817.0,616.0,0.0,2.0,1542.0,337.0,5459.0,34.0,471.0,1343.0,February,2022,53.59587965580051
MSitAE-FEBRUARY-2022,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0.0,0.0,3197.0,0.0,0.0,171.0,0.0,0.0,86.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,14472.0,0.0,4036.0,0.0,0.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,4.0,4027.0,0.0,0.0,1196.0,February,2022,100.0
MSitAE-FEBRUARY-2022,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5158.0,0.0,1261.0,267.0,0.0,255.0,1288.0,0.0,20.0,0.0,0.0,0.0,409.0,0.0,1248.0,0.0,0.0,72.0,February,2022,75.02908103916248
MSitAE-FEBRUARY-2022,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,2952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0.0,0.0,2077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,February,2022,
MSitAE-FEBRUARY-2022,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3592.0,0.0,0.0,204.0,0.0,1111.0,1690.0,0.0,0.0,39.0,0.0,0.0,54.0,11.0,1234.0,0.0,0.0,308.0,February,2022,52.95100222717149
MSitAE-FEBRUARY-2022,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2293.0,0.0,4894.0,106.0,0.0,153.0,679.0,0.0,628.0,18.0,0.0,9.0,221.0,0.0,2147.0,0.0,418.0,571.0,February,2022,70.3881378107283
MSitAE-FEBRUARY-2022,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11595.0,2063.0,10081.0,0.0,0.0,0.0,8425.0,411.0,507.0,0.0,0.0,0.0,856.0,732.0,3505.0,0.0,0.0,614.0,February,2022,27.339370418283742
MSitAE-FEBRUARY-2022,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5943.0,0.0,0.0,119.0,0.0,0.0,2331.0,0.0,0.0,93.0,0.0,0.0,1379.0,37.0,2212.0,0.0,0.0,511.0,February,2022,60.7773851590106
MSitAE-FEBRUARY-2022,RBZ,NHS ENGLAND SOUTH WEST ,NORTHERN DEVON HEALTHCARE NHS TRUST,3643.0,0.0,0.0,268.0,0.0,0.0,1072.0,0.0,0.0,31.0,0.0,0.0,338.0,22.0,944.0,0.0,0.0,392.0,February,2022,70.57370299203953
TOTAL,TOTAL,TOTAL,TOTAL,1173861.0,37848.0,546685.0,31959.0,122.0,34888.0,406182.0,1128.0,19104.0,5997.0,0.0,1376.0,98506.0,16402.0,334835.0,1087.0,5275.0,118755.0,February,2022,65.39777707922829
MSitAE-JANUARY-2022,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0.0,0.0,1837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0.0,0.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,January,2022,
MSitAE-JANUARY-2022,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0.0,0.0,1309.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,January,2022,
MSitAE-JANUARY-2022,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,4687.0,0.0,7868.0,0.0,0.0,0.0,2259.0,0.0,138.0,0.0,0.0,0.0,440.0,466.0,1590.0,0.0,24.0,1277.0,January,2022,51.80285897162364
MSitAE-JANUARY-2022,RET,NHS ENGLAND NORTH WEST ,THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,January,2022,
MSitAE-JANUARY-2022,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,64.0,January,2022,
MSitAE-JANUARY-2022,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,7725.0,0.0,3290.0,550.0,0.0,1109.0,2697.0,0.0,682.0,103.0,0.0,0.0,600.0,74.0,2476.0,0.0,0.0,1102.0,January,2022,65.08737864077669
MSitAE-JANUARY-2022,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,6732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0.0,0.0,1637.0,0.0,0.0,116.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,3221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0.0,0.0,3518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,11861.0,950.0,1056.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.0,58.0,3755.0,4.0,0.0,2086.0,January,2022,100.0
MSitAE-JANUARY-2022,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,January,2022,
MSitAE-JANUARY-2022,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,January,2022,
MSitAE-JANUARY-2022,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7760.0,1039.0,2211.0,2.0,0.0,0.0,2942.0,0.0,14.0,0.0,0.0,0.0,741.0,0.0,3196.0,766.0,0.0,629.0,January,2022,62.08762886597938
MSitAE-JANUARY-2022,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0.0,0.0,6397.0,0.0,0.0,585.0,0.0,0.0,169.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0.0,0.0,1511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,4418.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6246.0,0.0,358.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,99.0,1606.0,0.0,0.0,497.0,January,2022,100.0
MSitAE-JANUARY-2022,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3760.0,0.0,0.0,51.0,0.0,20.0,1378.0,0.0,0.0,0.0,0.0,0.0,285.0,101.0,855.0,0.0,0.0,113.0,January,2022,63.35106382978723
MSitAE-JANUARY-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6099.0,0.0,571.0,0.0,0.0,0.0,2324.0,0.0,1.0,0.0,0.0,0.0,560.0,0.0,1436.0,0.0,0.0,715.0,January,2022,61.89539268732579
MSitAE-JANUARY-2022,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,14307.0,0.0,1767.0,0.0,0.0,0.0,2591.0,0.0,9.0,0.0,0.0,0.0,0.0,11.0,4623.0,0.0,0.0,912.0,January,2022,81.88998392395331
MSitAE-JANUARY-2022,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,3197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,3212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,8479.0,0.0,4466.0,225.0,0.0,995.0,2822.0,0.0,194.0,22.0,0.0,0.0,970.0,19.0,2796.0,0.0,0.0,1487.0,January,2022,66.71777332232574
MSitAE-JANUARY-2022,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5231.0,0.0,0.0,0.0,0.0,0.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0,149.0,January,2022,82.06843815714012
MSitAE-JANUARY-2022,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9457.0,0.0,0.0,296.0,0.0,0.0,1316.0,0.0,0.0,0.0,0.0,0.0,131.0,4.0,1692.0,0.0,0.0,151.0,January,2022,86.08438193930422
MSitAE-JANUARY-2022,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0.0,0.0,1393.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,4094.0,0.0,0.0,458.0,0.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,99.0,0.0,0.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0.0,0.0,108.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0.0,0.0,40.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0.0,0.0,395.0,0.0,0.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0.0,0.0,47.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,1978.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,17593.0,0.0,0.0,2145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.0,2.0,4761.0,0.0,0.0,973.0,January,2022,100.0
MSitAE-JANUARY-2022,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11213.0,0.0,4437.0,308.0,0.0,17.0,4826.0,0.0,2.0,102.0,0.0,0.0,1052.0,197.0,3241.0,0.0,0.0,1162.0,January,2022,56.96067065013823
MSitAE-JANUARY-2022,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,12050.0,1136.0,6231.0,383.0,0.0,0.0,4755.0,261.0,13.0,22.0,0.0,0.0,1262.0,49.0,3079.0,0.0,0.0,424.0,January,2022,60.53941908713693
MSitAE-JANUARY-2022,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,0.0,0.0,0.0,0.0,0.0,1695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,3956.0,0.0,0.0,261.0,0.0,0.0,192.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,January,2022,
MSitAE-JANUARY-2022,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5180.0,0.0,5254.0,0.0,0.0,740.0,2325.0,0.0,178.0,0.0,0.0,11.0,754.0,25.0,1462.0,0.0,0.0,491.0,January,2022,55.115830115830114
MSitAE-JANUARY-2022,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3999.0,0.0,535.0,85.0,0.0,30.0,1293.0,0.0,0.0,23.0,0.0,0.0,218.0,4.0,1039.0,0.0,0.0,280.0,January,2022,67.66691672918229
MSitAE-JANUARY-2022,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7418.0,0.0,0.0,501.0,0.0,0.0,1789.0,0.0,0.0,0.0,0.0,0.0,282.0,9.0,2374.0,0.0,0.0,462.0,January,2022,75.88298732812079
MSitAE-JANUARY-2022,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6388.0,0.0,0.0,90.0,0.0,0.0,1944.0,0.0,0.0,15.0,0.0,0.0,274.0,0.0,1780.0,0.0,0.0,556.0,January,2022,69.56793988728866
MSitAE-JANUARY-2022,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,13467.0,0.0,7909.0,113.0,0.0,1790.0,6086.0,0.0,311.0,38.0,0.0,1011.0,1686.0,161.0,3742.0,0.0,0.0,775.0,January,2022,54.80804930571026
MSitAE-JANUARY-2022,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,11604.0,0.0,5249.0,82.0,0.0,939.0,3221.0,0.0,126.0,0.0,0.0,8.0,1019.0,149.0,5255.0,0.0,0.0,749.0,January,2022,72.24233023095485
MSitAE-JANUARY-2022,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5454.0,0.0,1504.0,135.0,0.0,132.0,1501.0,0.0,33.0,0.0,0.0,0.0,477.0,0.0,1384.0,0.0,0.0,81.0,January,2022,72.47891455812248
